"","Provincia","Act","code","Prov","1 Trim 1996","2 Trim 1996","3 Trim 1996","4 Trim 1996","1 Trim 1997","2 Trim 1997","3 Trim 1997","4 Trim 1997","1 Trim 1998","2 Trim 1998","3 Trim 1998","4 Trim 1998","1 Trim 1999","2 Trim 1999","3 Trim 1999","4 Trim 1999","1 Trim 2000","2 Trim 2000","3 Trim 2000","4 Trim 2000","1 Trim 2001","2 Trim 2001","3 Trim 2001","4 Trim 2001","1 Trim 2002","2 Trim 2002","3 Trim 2002","4 Trim 2002","1 Trim 2003","2 Trim 2003","3 Trim 2003","4 Trim 2003","1 Trim 2004","2 Trim 2004","3 Trim 2004","4 Trim 2004","1 Trim 2005","2 Trim 2005","3 Trim 2005","4 Trim 2005","1 Trim 2006","2 Trim 2006","3 Trim 2006","4 Trim 2006","1 Trim 2007","2 Trim 2007","3 Trim 2007","4 Trim 2007","1 Trim 2008","2 Trim 2008","3 Trim 2008","4 Trim 2008","1 Trim 2009","2 Trim 2009","3 Trim 2009","4 Trim 2009","1 Trim 2010","2 Trim 2010","3 Trim 2010","4 Trim 2010","1 Trim 2011","2 Trim 2011","3 Trim 2011","4 Trim 2011","1 Trim 2012","2 Trim 2012","3 Trim 2012","4 Trim 2012","1 Trim 2013","2 Trim 2013","3 Trim 2013","4 Trim 2013","1 Trim 2014","2 Trim 2014","3 Trim 2014","4 Trim 2014","1 Trim 2015","2 Trim 2015","3 Trim 2015","4 Trim 2015","1 Trim 2016","2 Trim 2016","3 Trim 2016","4 Trim 2016","1 Trim 2017","2 Trim 2017","3 Trim 2017","4 Trim 2017","1 Trim 2018","2 Trim 2018"
"15","Catamarca","pesca","AR-K","Catamarca",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"16","Catamarca","Total Nacional","AR-K","Catamarca",16689.3734328238,20250.2474566237,21460.0579594072,23823.8355232338,24063.3166769076,22943.6538153496,21991.1342733416,21630.1910896255,22132.0286755879,24553.523023602,24254.9099973061,24341.0743361654,24763.6399427634,25831.4748481389,25561.9603255788,27802.6933864009,21751.7019893767,21179.8711705121,21456.0084225579,21528.8547696391,20620.9441608834,20737.5797983636,20686.0983224023,20419.5319813022,18942.9721831186,18149.7424459603,18532.6935314534,18538.6678433695,19207.1345859305,19316.5453076549,19728.9103846483,20433.9578574916,20853.216381689,21126.114951574,22111.1819298771,22161.3379400738,23741.4684171966,24344.8643735285,24751.4951088954,25621.1352433549,25763.0846880341,25615.0977041778,25713.3320399531,26006.8793388945,27681.928164902,28411.9232438435,28039.3442030026,28999.763398088,29350.6299593513,30057.5910122505,29840.7717221407,29179.8594333,29077.8093207617,27822.783826179,28328.3416961781,28692.9029494696,28902.9139962121,29407.6004273331,29237.0803316121,28637.0274018581,29482.4295976489,30363.3671807105,29712.5263501282,29623.2521417429,29122.2241709239,28529.6341968382,28892.7286735948,29619.7043500822,29848.6123803667,30396.2230040047,30945.7523349212,30497.2178425295,29805.1732658795,30239.5694180262,30317.7884685204,30720.4759395657,31224.4767489436,31250.4700707054,30948.8893720237,30389.5599669701,29353.5471783836,28616.2733582251,28721.1347379669,29182.1446094688,30367.1286914251,31527.6656045287,31046.9609264771,30562.1576978912,29952.2580631878,29421.8524163817
"17","Chaco","agro","AR-H","Chaco",11831,13717,10076,9934,11538,12865,10620,10455,10862,11325,10417,9755,10038,9748,9214,9880,10561,11790,12111,11581,11674,11792,10493,9131,8534,8386,7965,7840,7708,7587,7377,7313,7375,7413,7267,7329,7432,7579,7411,7434,7592,7917,7992,8134,8165,8518,8715,9001,9322,9941,10372,10468,10708,10917,10983,10144,7686,7503,7149,7025,7143,7390,7364,7408,7397,7433,7414,7345,7383,7469,7286,7338,7312,7581,7677,7510,7365,7414,7258,7070,7041,7143,7133,7251,7439,7376,7389,7385,7340,7378
"18","Chaco","com","AR-H","Chaco",7990,8282,8415,9071,9079,9327,9396,9428,9528,9587,9417,9517,9304,8673,8508,9546,9519,9334,9480,9601,9646,9623,9273,8676,8139,7878,7945,8090,8253,8364,8846,9143,9387,9616,9861,10273,10585,10906,11198,11561,11533,11815,11946,12372,12573,12972,13320,13832,14077,14388,14769,15058,15055,15084,15053,15324,15402,15766,16136,16532,16997,17434,17833,18245,18327,18639,18638,18910,18989,19165,19611,19699,19651,19532,19631,19681,19579,19860,20056,20044,20047,20372,20787,20897,20990,20827,21162,21398,21453,21368
"19","Chaco","const","AR-H","Chaco",3339,3711,4290,4367,4609,4877,5360,5416,5196,4882,4920,4970,4912,4628,4837,4746,4007,3920,3781,3759,3909,4273,3886,3556,2724,2194,1848,1523,1753,2189,2782,2867,2777,3186,3465,3941,5207,6401,7455,7502,7032,7003,5742,5663,6756,7745,7406,6835,7018,7391,7866,8045,7868,7820,7490,7576,7671,7332,7731,7865,8031,9255,9315,8741,7912,7876,7337,6742,6023,7261,9096,9390,8171,8662,9139,8880,8422,9544,10603,9401,6871,7398,8008,8334,8491,9385,9843,9006,8001,7974
"20","Chaco","ind","AR-H","Chaco",6817,8322,8468,7178,7411,8722,7655,6944,6915,7771,7605,6589,6244,6680,5807,5510,5705,6392,6184,5734,5852,6350,5685,4985,4692,5124,4826,4652,4877,5318,5146,5105,5478,5825,5578,5650,5943,6190,5870,5852,6025,6697,6739,6308,6602,7131,6926,6739,7002,7703,7385,7251,7292,8136,8109,7833,7385,7887,8018,7526,7504,8179,8462,8320,8053,8334,8116,7982,8041,8290,8339,8162,8101,8447,8575,8376,8300,8505,8532,8179,8138,8535,8500,8044,7961,8033,8092,8060,7999,8190
"21","Chaco","ot_bs","AR-H","Chaco",227,241,232,219,217,249,234,228,213,219,174,171,190,192,193,222,218,227,227,225,226,225,222,225,218,222,221,221,221,218,223,231,236,250,255,270,268,263,265,264,270,263,271,258,262,265,280,279,293,297,299,317,338,446,538,558,394,377,305,290,289,364,385,405,381,392,384,394,416,422,427,425,430,431,427,447,444,442,446,467,470,421,392,397,402,430,444,423,409,409
"22","Chaco","ot_ss","AR-H","Chaco",13928,14672,14034,13942,14583,15519,16153,16481,16386,16866,16821,16401,15934,14975,14618,16562,16487,16636,16462,16494,16328,16407,16155,15805,14790,14475,14406,14307,14072,14881,15073,14580,14353,14738,14919,15435,15727,16200,16271,16917,16639,17255,17541,18189,18557,19368,20058,19860,19679,20277,20393,20937,21142,21416,22083,21936,22501,23030,23211,24171,24330,25524,25685,25924,26009,27228,28052,28076,28281,29025,29842,30740,30149,30498,30336,31018,31270,32329,33192,33476,32946,33011,32892,33451,33361,33816,34285,35015,35042,35343
"23","Chaco","pesca","AR-H","Chaco",0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,21,25,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"24","Chaco","Total Nacional","AR-H","Chaco",44463,49098,45660,44797,47510,51599,49548,49109,49293,50813,49572,47616,46826,45120,43406,46671,46704,48502,48450,47596,47856,48889,45934,42599,39347,38528,37412,36804,37060,38741,39654,39452,39793,41187,41499,42628,44894,47276,48205,49266,48821,50687,49960,50666,52653,55734,56425,56267,57098,59700,60785,61759,62078,63394,63743,62839,60645,61518,62245,63119,64005,67782,68659,68638,67698,69510,69557,69055,68717,71210,74174,75329,73384,74720,75358,75465,74936,77652,79641,78170,75043,76459,77320,77977,78242,79437,80771,80864,79835,80253
"25","Chubut","agro","AR-U","Chubut",2309.9849463966,2184.41813877168,2061.54875978815,2092.31250288582,2104.2470187113,2142.00571614819,2149.67964179607,2097.58778556791,2111.6518570664,2672.08703727022,2428.21028167406,2326.28332093797,2447.02588815102,2452.1138565456,2474.09225033397,2688.74393753862,2656.50028355118,2731.84278778277,2818.2821236836,2755.34629214299,2835.84570566993,2874.29394364007,2816.44630882985,2667.66853586419,2579.29405015107,2586.19296247665,2632.6808957566,2765.3417428058,2823.45279715884,2925.61288260851,3043.43696160384,3003.25167575344,3121.67049370232,3265.42740149801,3381.61578011883,3552.58116268263,3546.04955345127,3580.74489217252,3556.86281324485,3632.49126807382,3502.30489478358,3427.40431197139,3545.17948337153,3729.54024491743,3816.9833884823,3560.09304272665,3692.05227377027,3563.73559912831,3657.07127747454,3788.2073113871,3727.45149607973,3421.26832602574,3321.06748076489,3232.853788226,3263.78576943813,3453.89177640514,3371.43566607437,3438.00148599156,3675.46603819962,4006.08793634475,4503.58616290425,4571.6066599411,3481.69553151102,3425.25678859259,3499.69733572209,3449.81184262751,3414.70306621635,3414.3981128626,3252.41919205889,3251.20830412565,3219.9917565729,3420.53658063959,3091.7488937438,3336.86186710359,3278.03105736713,3346.33077525716,3234.20605418426,3161.74482201807,3148.80689745586,3011.64646850998,3063.28200822747,3085.37910088869,3001.09117920795,3072.31372107877,3056.83421332477,3100.61988246288,3155.47834368503,3107.57815389343,3237.55100603394,3183.38654520633
"26","Chubut","com","AR-U","Chubut",5825,5441,5368,5672,5942,5900,5940,6231,6546,7673,7868,8070,8018,7795,7725,8457,8751,8820,8951,9248,9643,9717,9502,9388,9023,8666,8603,8799,8984,9292,9713,10173,10479,10681,11169,11801,12289,12484,13021,13471,13733,14150,14699,15419,15850,15817,16013,16702,17036,17536,17223,17361,17259,17032,17308,17709,17958,17928,18032,18371,18768,18693,18945,19481,19352,18807,18870,19369,19676,19192,19293,19757,20216,19634,19907,20332,20791,20408,20598,21470,21396,20676,20654,21212,21590,20894,20981,21261,21384,20735
"27","Chubut","const","AR-U","Chubut",4565,4120,4236,3885,3775,4091,4425,4959,5625,7045,7322,7548,6715,5076,4742,5014,4822,4659,4405,4814,5188,5227,4594,4705,4285,4010,3727,3960,4542,4984,5657,6481,6901,7258,7930,8670,9622,10185,10666,12785,13696,14180,13842,15030,15549,15564,15107,15709,15869,15474,14448,14149,13205,12663,11791,11893,11606,11345,11405,12410,12952,13156,12613,12417,11960,12249,11971,11472,10906,10576,10398,11119,11069,11016,10907,11393,11615,11805,11900,11601,10523,9842,9659,10324,10863,10858,10684,11183,10331,9654
"28","Chubut","ind","AR-U","Chubut",7482,6632,6375,6293,6707,6363,6429,7049,7642,8740,8251,8099,8163,7675,7290,8027,8094,7997,7817,7979,7997,7889,7723,7507,7432,7339,7381,7848,8355,8422,8840,9279,9819,9881,9676,9981,10347,10166,10002,10640,11122,11068,11451,11621,11954,11946,12027,12190,12566,12477,12353,12090,11744,11235,10970,10811,10923,10894,10989,10972,11198,11288,11269,11293,11296,11031,11443,11622,11353,11048,11222,11478,11610,11543,11855,12132,11994,11711,11938,11917,12092,11705,11804,11728,11848,11161,11518,11327,11442,10922
"29","Chubut","ot_bs","AR-U","Chubut",5490,5327,5045,5392,5318,5447,5305,5228,5319,5975,5579,5351,5358,5354,5264,5673,5559,5787,6021,6572,7256,7060,7031,7277,7253,7126,7313,7742,8116,8339,8494,8647,9169,9536,9895,10243,10576,11201,10959,11199,11703,11996,12201,12528,12676,12831,12977,13429,13928,14419,14568,14549,14151,14027,13853,13766,14132,14261,14300,14663,14783,14764,14720,15073,15406,15360,15427,15445,15541,15495,15643,15835,16285,16499,17002,17540,17802,17685,17668,17375,17252,16756,16573,16411,16098,15840,15596,15477,15270,15301
"30","Chubut","ot_ss","AR-U","Chubut",14598,13385,13165,13174,14118,13937,14217,14930,14890,16632,16027,17184,17178,16720,16239,18065,18786,19197,19336,19708,20016,19916,19424,19544,18526,18575,18304,18997,19571,19713,20361,21324,21756,22381,22758,23449,23682,23939,24490,25764,26110,26578,26531,27556,27620,28033,28692,29847,29527,29838,30321,31009,30347,29480,29530,29831,30051,29760,30372,30885,30991,30956,31193,31877,31627,31374,31659,33247,33156,32715,33350,34051,34391,33812,34323,35159,34971,34637,35098,35958,35810,34584,35233,35530,35801,34540,35399,36389,36224,34543
"31","Chubut","pesca","AR-U","Chubut",1809,2113,2285,2577,2762,2843,2733,2885,3660,3841,3511,3193,3959,4041,3228,3657,4111,3779,4085,3880,4515,4776,4592,4695,5536,6181,5947,6068,6379,6334,5807,6142,7661,7671,6361,6494,7535,7452,6355,6983,7461,7905,6841,6848,7000,6760,6642,6304,6543,6739,6228,6141,6722,6480,5613,5464,5868,5795,6091,5652,5985,5709,5639,5705,5609,4917,4977,4914,5053,4733,4890,5474,5126,4719,5017,5430,5531,4644,4766,5102,5510,4174,4239,4559,4797,4566,4802,4835,5163,4711
"32","Chubut","Total Nacional","AR-U","Chubut",50354.9849463966,48007.4181387717,47751.5487597882,47993.3125028858,50071.2470187113,50059.0057161482,50657.6796417961,52871.5877855679,55547.6518570664,62009.0870372702,60767.2102816741,61847.283320938,61925.025888151,59300.1138565456,57193.092250334,61551.7439375386,63055.5002835512,63468.8427877828,63911.2821236836,65386.346292143,67734.8457056699,68201.2939436401,66336.4463088299,66174.6685358642,64756.2940501511,64609.1929624766,63350.6808957566,65010.3417428058,67065.4527971588,67768.6128826085,69261.4369616038,71998.2516757534,75214.6704937023,76407.427401498,76576.6157801188,63947.5811626826,67021.0495534513,67806.7448921725,68090.8628132449,73275.4912680738,75624.3048947836,77308.4043119714,76909.1794833715,80203.5402449174,81789.9833884823,81680.0930427267,82173.0522737703,84315.7355991283,85198.0712774745,85852.2073113871,84300.4514960797,84171.2683260257,82598.0674807649,80122.853788226,78475.7857694381,79161.8917764051,79777.4356660744,79160.0014859916,80564.4660381996,82296.0879363447,84397.5861629042,84373.6066599411,83140.695531511,84198.2567885926,83343.6973357221,81827.8118426275,82334.7030662163,84038.3981128626,83396.4191920589,81515.2083041256,82372.9917565729,85299.5365806396,85503.7488937438,84060.8618671036,85287.0310573671,87792.3307752572,88136.2060541843,86366.7448220181,87448.8068974559,89059.64646851,88394.2820082275,84066.3791008887,84590.091179208,86425.3137210788,87955.8342133248,85119.6198824629,86539.478343685,88102.5781538934,87781.5510060339,83748.3865452063
"33","Cordoba","agro","AR-X","Cordoba",19464.3904831216,20366.5146505751,21938.2283914873,22342.8022088693,22495.2125037136,22742.4023500527,22832.2330440579,23115.7054228642,23450.5720589399,24311.2664783808,23643.4886836762,22557.8718225729,22622.5316298195,22313.1233720134,21805.9006097189,22352.2527652739,21701.8627600644,21410.0557296345,21598.8467998804,21633.4566034763,21891.7047357504,21933.2743097163,21795.0649315224,21729.1821041583,21276.9811981903,21204.0010571834,21595.0037587867,22402.2685125316,23284.2668502325,23367.3670542744,24132.2758750105,24674.8271240075,25068.6674677254,25950.2187026213,26425.5030911218,26859.1089700233,27360.7673715707,27847.3357813553,28260.5171186355,28496.4631125351,29410.8712053332,29495.1166657512,29455.4894988391,29470.380320388,29761.3499271378,30483.8884086415,30611.5559798719,30998.2980220843,30945.4314542586,31396.4137572257,31414.8436835177,30937.5264440196,30783.4882153563,29898.845735788,29980.1781926187,30091.9372156347,30435.6766360614,30306.0483745504,30304.7211440063,30610.8127522714,31052.0913482452,31854.3781440054,31765.7232125851,31860.4963488944,31175.3306077857,30825.1557139063,30645.666083223,30544.3448537139,30728.179873292,30598.9746474514,30543.2944774125,30354.9532236715,30434.0464141589,30677.5569245307,31355.864279709,30907.4236448422,30493.7505561399,30559.0526209725,30146.7779006359,29767.9561016059,29973.9174532406,30148.0325072556,30279.841569445,30412.2331978115,30290.8213432548,30365.5257339074,30815.574814832,30827.8865914014,30884.3298845293,30364.4082667553
"34","Cordoba","com","AR-X","Cordoba",45233.0552106727,46594.6343349392,47256.3979206195,49104.4385328028,49549.0258207673,49837.3686551175,50933.9006532579,52258.4620182263,54144.2300371876,57535.6731090143,56626.993126217,56178.4588751471,55846.7112805554,56651.8168736717,55211.739576337,56964.1850952227,55860.4822495351,56211.5776205455,56927.9040826001,57875.621335619,58151.5866066669,57899.6993908978,56979.3645267577,56217.7335564784,53309.961735768,52712.7639960766,52292.7965984499,52695.6042364938,54270.6808436879,55972.3408970393,58164.7919203293,60363.8902303665,61837.7585469829,63467.9479603671,67056.0103466321,68932.7565648653,71080.671050266,73217.1115348442,75582.4210780959,77419.2352475301,79488.6777363276,81008.4667117118,82354.8492156193,84447.581391641,86298.4519812755,88445.5692779482,90298.2983432088,96074.6392550903,95480.7749875871,97139.2627282547,99179.4326684687,99352.0709952346,99216.4777496593,98180.0979317777,98811.8569682817,99706.8509246186,100391.000630436,100878.551736044,101797.317822436,102615.487170617,103445.862124099,105127.482632933,106129.162145363,106584.179811307,106688.782433715,106123.649264049,106037.59959837,106682.137565019,106967.721006654,106792.452043691,106853.5684698,106899.021730943,106543.335927271,105970.806214608,105506.188120015,105140.756024533,105741.631196013,106681.148548554,107210.683390678,107258.14282651,107906.908883622,108427.659973063,109250.343665004,109755.273922894,109639.659706502,110604.206715612,110853.372369035,111437.643034761,111733.6088929,111085.89569596
"35","Cordoba","const","AR-X","Cordoba",10714,11075,13353,14806,13955,13724,15089,15977,16931,18487,19280,19748,20086,21150,21591,21494,19519,16370,16620,17081,16453,14666,13048,11214,8021,7393,7423,8242,9145,10292,12523,14154,14055,14201,15103,16669,17760,19323,20655,22657,23691,25543,27132,28364,29918,30932,31546,32862,33750,34778,34073,32412,29799,29374,29061,29337,29678,31331,31242,32571,34080,35444,35196,35280,31532,30852,30621,31470,30866,32566,33170,32578,30652,30013,30054,31096,30925,32699,33601,33644,32958,32932,31939,32878,33687,34766,36646,39598,41647,41842
"36","Cordoba","ind","AR-X","Cordoba",67838,69498,71618,73710,74253,77030,79705,81408,80710,82261,81575,79947,76695,74210,72544,74275,71286,70941,69494,69145,68207,67046,65061,63004,58639,57983,57153,57865,59187,60739,63072,65807,67286,69683,71566,74167,75598,77773,79593,82469,83982,84751,86320,88642,89472,90860,93360,96348,98460,100579,101518,101489,98324,96613,97327,98923,99560,100552,102227,103703,105330,107569,109045,110390,109986,109269,109836,110867,111497,111750,113031,113223,113134,111131,110393,109720,110434,110543,110833,110609,110664,109299,108592,107449,107955,107599,108125,109035,109075,108416
"37","Cordoba","ot_bs","AR-X","Cordoba",5822,5838,5936,6013,6078,6334,6331,6448,6612,6963,6748,7002,6771,6136,6070,6234,6068,6103,6074,6306,6412,6336,6497,6520,6371,6327,6338,6318,6290,6331,6484,6574,6621,6685,6819,6915,7018,7130,7211,7346,7503,7396,7399,7445,7530,7527,7639,7764,7835,7908,7970,7974,7954,7773,7798,7903,7919,7886,8013,8100,8200,8325,8558,8556,8575,8628,8629,8643,8732,8730,8829,8884,8956,8993,8988,9033,9122,9087,9210,9230,9321,9387,9336,9428,9461,9333,9423,9613,9534,9577
"38","Cordoba","ot_ss","AR-X","Cordoba",104380,104723,107332,111036,113071,116230,119345,123341,124238,127834,127794,127814,126932,125722,124211,129368,128064,127067,128788,132228,133579,132960,129946,129333,123306,120480,117893,119712,122517,123507,126343,130766,133740,137382,145177,149766,154211,156068,161240,169060,174550,177673,182856,189303,190603,191252,195361,203240,208883,207052,209366,214141,210353,204850,204947,209042,217756,216070,216322,221846,227597,225398,228794,233292,236232,231373,230076,233692,236783,231495,231465,233674,235664,229618,229950,232202,237561,233583,234433,237169,240996,236978,235239,237715,242077,237762,238874,243551,248573,242247
"39","Cordoba","pesca","AR-X","Cordoba",194,193,222,321,320,318,359,375,358,385,301,308,175,143,152,172,19,18,18,24,22,22,22,21,22,21,18,18,18,20,21,19,19,19,18,17,21,19,16,16,16,17,15,14,15,13,12,12,13,10,12,12,13,15,14,14,14,13,11,8,11,11,9,9,10,9,9,10,10,11,11,10,6,4,4,4,6,4,4,4,6,4,4,4,7,4,4,5,8,7
"40","Cordoba","Total Nacional","AR-X","Cordoba",255726.445693794,260369.148985514,269605.626312107,279333.240741672,281743.238324481,288081.77100517,296589.133697316,305033.167441091,308387.802096128,319388.939587395,317848.481809893,315182.33069772,311000.242910375,308921.940245685,304245.640186056,313454.437860497,305334.3450096,300973.63335018,302439.750882481,306975.077939095,307337.291342417,303648.973700614,295938.42945828,290728.915660637,273804.942933958,269114.76505326,265761.800357237,270270.872749025,277849.94769392,283358.707951314,293589.06779534,305207.717354374,311619.426014708,320237.166662988,334922.513437754,336410.865534889,346031.438421837,354247.447316199,365346.938196731,380117.698360065,391138.548941661,398487.583377463,408133.338714458,420240.961712029,426067.801908413,431986.45768659,441188.854323081,459534.937277175,467532.206441846,470954.67648548,475563.276351986,478343.597439254,468488.965965016,458930.943667566,460141.0351609,467114.788140253,477834.677266497,479150.600110594,481904.038966442,491354.299922888,501515.953472344,505403.860776938,510938.885357948,517415.676160201,515624.113041501,508451.804977955,507225.265681593,513265.482418733,516851.900879946,513213.426691142,515073.862947213,516738.974954615,516433.38234143,507414.363139139,507263.052399724,509070.179669375,515161.381752153,514069.201169526,516228.461291314,518452.098928116,522504.826336863,517788.692480319,515304.185234449,518213.507120706,523656.481049757,521100.732449519,525317.947183867,534454.529626162,541920.938777429,533962.303962715
"41","Corrientes","agro","AR-W","Corrientes",8873,9274,9706,9867,9593,9788,9899,9850,9890,10498,10017,9916,9566,9612,9619,10008,9398,9448,9350,9159,9194,9495,9231,8580,8288,8204,8354,8650,8812,8925,9248,9429,9470,9788,10309,10460,10458,11253,11799,11963,12004,12530,12911,12812,12739,12940,13410,12984,13294,13618,13773,13743,13166,13288,13467,13561,13183,13192,13155,13091,13204,13378,13352,13258,12966,12963,12955,13005,12672,12732,12878,12873,12658,12650,12938,12996,12972,13096,13044,12763,12629,12621,12673,12729,12310,12592,12849,12723,12784,12911
"42","Corrientes","com","AR-W","Corrientes",7298,7451,7680,7849,7956,8126,8341,8839,8972,9534,8942,9204,9402,9184,9104,9658,8840,8664,8686,8838,8955,8841,8870,8444,7955,7549,7492,7440,7566,7812,8070,8327,8510,8766,9066,9247,9769,10067,10482,10701,11868,12126,12560,12857,12406,12908,13267,13430,13993,14410,14720,15072,15083,14943,15008,15260,15423,15523,15600,15909,16606,16907,17317,17877,17968,17891,18091,18218,18141,18043,17973,18228,18645,18300,18654,18525,18827,18949,19205,19504,19653,19718,19716,19988,20136,19968,20194,20374,20682,20883
"43","Corrientes","const","AR-W","Corrientes",4103,4095,4159,4013,3929,4336,4722,4734,4355,4329,4220,4130,3824,3249,3059,3515,3398,3201,3081,3299,3661,3748,2906,2148,1739,1446,1606,1496,1621,1988,2338,2561,3166,3347,3410,3410,4847,6568,7203,6530,4733,3942,3870,4008,4872,6673,6960,6624,6989,6574,5890,5054,4588,4388,4500,4652,4593,4376,4320,4549,4973,5651,5931,6131,5988,6190,5917,5630,5305,5488,5582,5678,5105,4938,5151,5118,5383,6535,7253,7065,6620,6623,6442,6391,6182,6478,6980,7377,7383,7536
"44","Corrientes","ind","AR-W","Corrientes",7387,7193,7216,7499,7632,7706,7693,7619,7905,8318,8871,8122,8134,6954,6802,8163,8113,7797,7520,7475,7817,7924,8319,7161,7221,6785,7202,7280,7242,7719,7788,7824,8021,8234,8398,8527,8686,9145,9286,9059,9311,9901,10445,9886,9902,10339,10422,10289,10377,10679,10699,10804,10605,10793,10887,10900,10983,11182,10791,10884,10782,10914,10898,11035,11151,10805,10795,10765,10933,11046,10994,10971,10971,11396,11501,11429,11606,11556,11592,11603,11641,11037,11302,11383,11300,11334,11425,11267,11417,11394
"45","Corrientes","ot_bs","AR-W","Corrientes",572,561,573,484,587,729,771,817,806,827,816,833,868,808,837,884,621,636,646,696,700,744,707,652,615,611,595,626,589,583,582,581,593,595,592,604,614,613,633,620,628,609,601,592,604,655,638,631,638,625,619,614,621,1112,1102,633,629,648,641,644,677,697,697,698,698,710,760,787,817,820,824,811,790,812,829,828,869,860,869,848,878,875,888,890,884,899,845,849,840,827
"46","Corrientes","ot_ss","AR-W","Corrientes",13331.9078950874,13989.9330637388,13889.9229928282,14106.5530578896,14272.5796696961,14693.0141654419,15416.9383525888,15282.4314179825,15600.2906627605,17327.9594587977,17135.2563047264,17296.1508692911,17156.0770988998,16924.6757213793,16333.3618213982,17449.8861922722,15230.7132776328,15073.4610088222,14896.2949712584,14946.9723136544,15530.350660845,16002.303776412,16878.3257775571,16814.3572971576,16036.1222071092,15846.8815912029,14789.4853440908,14689.3741238981,14974.497628331,15332.2630392193,16259.0596124659,16444.5725162542,15538.1209278261,16024.4425106263,16052.1165955034,16524.9004575778,17389.3070220984,18095.1508455015,19143.2792823943,19986.0435555821,20220.9775111319,20507.0628820039,20439.9161666135,20697.1616903346,20747.6742120356,21019.89140705,21616.8618859941,21431.0878282173,21883.3038778698,22435.364907414,22252.1334116516,22478.9980981051,22432.7844706654,22105.2642928506,22178.8059827624,22067.0397531972,22397.5845666706,22933.9072430482,22899.7270577918,23559.8611181684,23569.8882608704,23859.22334513,24128.9114376307,24461.6168924508,24514.036555219,24470.3439788145,24554.5505922738,24744.0300241877,25011.114530105,24906.3934413913,25165.7446483586,25085.7270384786,25415.764551397,25645.7677891501,25663.4870103789,26014.0379703763,26358.1789706066,26698.8411088706,27654.5070589226,27734.3869207505,27618.9273435351,27712.5252025809,27494.685212039,27654.2794957062,27854.8386331426,27970.8533732159,28026.6370413382,27994.4698884764,28351.5791090086,28469.0398998802
"47","Corrientes","pesca","AR-W","Corrientes",3,2,4,5,4,6,7,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,15,26,35,14,31,47,38,25,23,31,43,31,21,33,34,24,33,34,30,33,84,34,67,49,48,96,93,65,61,63,56,49,52,65,61,49,49,56,52,43,46,46,46,11,12,13,23,12,17,20,18,11,13
"48","Corrientes","Total Nacional","AR-W","Corrientes",41628.9078950874,42633.9330637388,43302.9229928282,43980.5530578896,44030.5796696961,45332.0141654419,46775.9383525888,47029.4314179825,47420.2906627605,50704.9594587977,49895.2563047264,49428.1508692911,48869.0770988998,46740.6757213793,45737.3618213982,49617.8861922722,45790.7132776328,44973.4610088222,44345.2949712584,44546.9723136544,45985.350660845,46879.303776412,47064.3257775571,44016.3572971576,42087.1222071092,40708.8815912029,40318.4853440908,40443.3741238981,41105.497628331,42660.2630392193,44602.0596124659,45430.5725162542,45554.1209278261,46999.4425106263,48062.1165955034,48168.9004575778,51161.3070220984,55143.1508455015,57939.2792823943,58274.0435555821,58150.9775111319,59037.0628820039,60272.9161666135,60298.1616903346,60691.6742120356,63902.89140705,65706.8618859941,64801.0878282173,66567.3038778698,67737.364907414,67367.1334116516,67185.9980981051,65898.7844706654,65550.2642928506,66074.8059827624,66470.0397531972,66612.5845666706,67290.9072430482,66799.7270577918,68059.8611181684,69183.8882608704,70757.22334513,71722.9114376307,72855.6168924508,72652.036555219,72380.3439788145,72375.5505922738,72418.0300241877,72111.114530105,72267.3934413913,72657.7446483586,72896.7270384786,72843.764551397,72978.7677891501,73963.4870103789,74134.0379703763,75189.1789706066,76880.8411088706,78794.5070589226,78715.3869207505,78172.9273435351,77723.5252025809,77640.685212039,78168.2794957062,77794.8386331426,78359.8533732159,79494.6370413382,79753.4698884764,80628.5791090086,81206.0398998802
